city,country,macro_region,latitude,longitude,window_radius_m,bbox_area_km2,n_nodes,n_edges,pc_cebh,pc_rank,road_gap,node_density_per_km2,edge_density_per_km2,chord_length_density_km_per_km2,edge_length_mean_m,edge_length_median_m,edge_length_iqr_m,edge_length_cv,short_edge_share_lt40m,long_edge_share_gt150m,orientation_entropy,orientation_dominance,orientation_fourfold_order,orthogonal_alignment_share_10deg,dead_end_share,degree2_share,degree3_share,degree4plus_share,mean_degree,kappa,degree_gini,connected_components,cyclomatic_number,cycle_density,arterial_length_share,collector_length_share,local_length_share,motorway_trunk_length_share,residential_length_share,oneway_length_share,bridge_tunnel_length_share,maxspeed_coverage_share,lanes_coverage_share,edge_circuity_mean,edge_circuity_median,graph_cache_file,articulation_point_count,articulation_point_share,bridge_edge_count,bridge_edge_share,biconnected_component_count,largest_biconnected_node_fraction,median_biconnected_component_size,dual_degree_mean,dual_degree_median,dual_degree_gini,angular_pair_count,angular_entropy,orthogonal_angle_share_10deg,straight_angle_share_10deg,acute_angle_share_lt45deg,median_intersection_angle_deg,mean_min_node_angle_deg,wikidata_status,wikidata_query,wikidata_id,wikidata_label,wikidata_description,wikidata_match_rank,wikidata_population,wikidata_area_km2,wikidata_population_density_per_km2,wikidata_inception_time,wikidata_retrieved_utc,wikidata_boundary,road_minus_geometry_mean,pc_spatial_null,spatial_null_gap,road_minus_spatial,spatial_fraction_of_road_gap,remaining_fraction_after_spatial,threshold_boundary_hit,ID_UC_G0,ghsl_name,ghsl_country,ghsl_latitude_x,ghsl_longitude_x,ghsl_match_similarity,ghsl_match_distance_km,ghsl_match_score,ghsl_match_status,ghsl_name_main_2025,ghsl_name_list_2025,ghsl_country_gadm_2025,ghsl_country_un_2025,ghsl_area_km2_2025,ghsl_population_total_2025,ghsl_world_income_group_2025,ghsl_un_subregion_2025,ghsl_place_score_2025,ghsl_birth_year_2025,ghsl_death_year_2025,ghsl_capital_flag,GC_UCC_LON_2025,GC_UCC_LAT_2025,ghsl_longitude_y,ghsl_latitude_y,IN_CIS_ENE_2020,IN_CIS_TRA_2020,IN_CIS_WAT_2020,IN_CIS_WAS_2020,IN_CIS_TEL_2020,IN_CIS_HEA_2020,IN_CIS_EDU_2020,ghsl_infrastructure_index_2020,ghsl_road_length_m_2024,ghsl_road_density_2024,ghsl_gdp_avg_2020,ghsl_gdp_sum_2020,ghsl_hdi_2020,ghsl_life_expectancy_2020,ghsl_expected_schooling_2020,ghsl_mean_schooling_2020,ghsl_lulc_total_hectares_2019,ghsl_lulc_entropy_2019,ghsl_lulc_dominance_2019,ghsl_lulc_nonzero_classes_2019,ghsl_population_density_2025,ghsl_log_population_2025,ghsl_log_area_2025,countryiso3code,wdi_gdp_per_capita_constant_2015_usd,wdi_gini_index,wdi_population_density_people_per_km2,wdi_population_total,wdi_urban_population_growth_pct,wdi_urban_population_pct,wdi_gdp_per_capita_constant_2015_usd_year,wdi_gini_index_year,wdi_population_density_people_per_km2_year,wdi_population_total_year,wdi_urban_population_growth_pct_year,wdi_urban_population_pct_year
Prague,Czechia,Europe,50.0874654,14.4212535,10000,400.0,19787,27325,0.4768012005095185,0.7,0.2231987994904814,49.4675,68.3125,7.546614346716174,110.47193920170062,78.67554971276158,90.69271257381814,1.3170676031314463,0.2460018298261665,0.2006221408966148,0.976113567290705,0.1026166514181152,0.2517040909994024,0.3227813357731015,0.1856269267701016,0.0446757972406125,0.5998382776570476,0.1698589983322383,2.7619143882346995,3.0973101555352245,0.1728419728664716,1,7539,0.3810077323495224,0.1640789228262719,0.1766401034772856,0.6580440472395829,0.0419402057218708,0.598425406644705,0.2516387731603998,0.0631435643050285,0.6462603426780457,0.409491761530132,1.0571378055518843,1.0002862690638334,cache\R61_osmnx_city_windows\prague_czechia__drive_10000m.pkl,3909,0.1975539495628443,4712,0.1724428179322964,4842,0.716682670440188,2.0,4.194620311070448,4.0,0.1433621638954823,57309,0.8715060341039366,0.2969167146521488,0.2057093999197334,0.0562040866181577,102.9720296056136,71.20574661696696,no_search_result,"Prague, Czechia",,,,,,,,,,,,0.625,0.1481987994904814,0.0749999999999999,0.6639766872796357,0.3360233127203644,False,560,Prague,Czechia,50.07291545652185,14.44654930308713,1.0,2.423953635177087,0.9975760463648229,high_confidence,Prague,Prague,Czechia,Czechia,263,1201277.711,High income,Europe,High,1975,2030,1,1097799.984,5881105.613,14.44654930308713,50.07291545652185,0.15021417,0.079399464,0.002685501,0.000912133,0.007668847,0.012813667,0.025555322,0.313000239,9019466.077,0.034294548,191921691.1,90778959872.0,0.964379721,80.17652999,17.96996996,14.12128923,26300.0000055,0.2558630578919684,0.7176579770362312,4,4567.595859315589,6.079643419070424,2.419955748489758,CZE,20445.432830127,25.7,140.785547662605,10905028.0,0.458401790567792,72.7947984592185,2024.0,2023.0,2023.0,2024.0,2024.0,2024.0
Rome,Italy,Europe,41.8933203,12.4829321,10000,400.0,25843,37062,0.4705329710788918,0.675,0.2044670289211081,64.6075,92.655,9.094196280981889,98.15116594875492,67.65098395094813,86.78258221407788,1.373334421364512,0.3136905725540985,0.1661270303815228,0.9980432202521198,0.0682370082564351,0.0032425411999166,0.2277534941449463,0.1347753743760399,0.0306079015594164,0.6739542622760516,0.160662461788492,2.868242851062184,3.12524958178188,0.1384745223297487,1,11220,0.4341601207290175,0.2131548223223584,0.2137826690477046,0.5730418086950716,0.0623623954371603,0.5773227396250679,0.4188940282919432,0.0700677357026064,0.5749997798095821,0.6903390966988726,1.059163759411186,1.0001501862842093,cache\R61_osmnx_city_windows\rome_italy__drive_10000m.pkl,3733,0.1444491738575243,4263,0.1150234741784037,4364,0.8175908369771311,2.0,4.250499163563758,4.0,0.1218810245988357,78766,0.8671985950778035,0.2977934641850545,0.2161211690323236,0.0590610161744915,103.46601831808512,70.02478219405194,matched,"Rome, Italy",Q220,Rome,capital and largest city of Italy,1.0,2748109.0,1287.36,2134.685713397962,-0753-04-21T00:00:00Z,2026-06-03T14:59:13Z,candidate_public_metadata_requires_spot_check,-0.0249999999999999,0.6,0.1294670289211081,0.075,0.6331926942170317,0.366807305782969,False,3938,Rome,Italy,41.89084706903579,12.517060216013537,1.0,2.838276910016932,0.9971617230899831,high_confidence,Rome,Rome,Italy,Italy,467,2476089.431,High income,Europe,High,1975,2030,1,1044153.315,4999634.51,12.517060216013537,41.89084706903579,0.093219384,0.053888972,0.000472509,0.000843229,0.011879876,0.009499542,0.01211645,0.203907518,8627446.227,0.018474189,162718436.6,117000000000.0,0.911,82.594,16.944,11.3,46700.000003,0.17870561174078242,0.8302992526233213,3,5302.118695931477,6.393766326409633,2.6693168805661123,ITA,34495.2545799636,34.3,199.459678073854,58952704.0,0.0422886329405625,69.6047535143071,2024.0,2023.0,2023.0,2024.0,2024.0,2024.0
Milan,Italy,Europe,45.4641943,9.1896346,10000,400.0,25735,38172,0.4648772408417771,0.65,0.1851227591582229,64.3375,95.43,8.985213175992651,94.1550159907016,56.24759892614461,95.0307165337875,1.5700271322431911,0.4069475007859164,0.1732945614586608,0.9919273750097586,0.0823116420412868,0.1321986191514401,0.281069894163261,0.083582669516223,0.0323683699242277,0.7252768603069749,0.1587721002525743,2.9665436176413444,3.15110552237242,0.1078446344352286,1,12438,0.4833106664076161,0.2049308467009739,0.3361681157252907,0.4586042555182323,0.0908683163561176,0.4657483133098645,0.4436880547716704,0.0872063503546721,0.3861428139283845,0.4272537281980808,1.0443930927068843,1.0001565928480272,cache\R61_osmnx_city_windows\milan_italy__drive_10000m.pkl,2298,0.0892947347969691,2526,0.066174159069475,2602,0.8875850009714397,2.0,4.302211044744839,4.0,0.1049651510838989,82112,0.8777112308703147,0.2796911535463757,0.2130870031176929,0.0585785268901013,108.35406066467677,69.7221348045255,matched,"Milan, Italy",Q490,Milan,Italian commune and capital city of Lombardy,1.0,1354196.0,181.67,7454.153134804867,-0600-00-00T00:00:00Z,2026-06-03T14:59:15Z,candidate_public_metadata_requires_spot_check,,0.6,0.1351227591582228,0.05,0.7299089521604124,0.2700910478395876,False,1498,Milan,Italy,45.52622068030337,9.187738647636523,1.0,6.8986113365538495,0.9931013886634461,high_confidence,Milan,Milan; Monza,Italy,Italy,785,3135553.23,High income,Europe,High,1975,2030,0,737786.6443,5397234.85,9.187738647636523,45.52622068030337,0.132433245,0.093369367,0.000611975,0.000304898,0.059192506,0.051359511,0.048726965,0.432651744,17851870.91,0.022741237,158217089.9,204000000000.0,0.909,82.989,16.367,10.88,78500.0000033,0.2051393222595991,0.8029562981828057,4,3994.3353248407643,6.496314177874579,2.8948696567452528,ITA,34495.2545799636,34.3,199.459678073854,58952704.0,0.0422886329405625,69.6047535143071,2024.0,2023.0,2023.0,2024.0,2024.0,2024.0
Lagos,Nigeria,Africa,6.4550575,3.3941795,10000,400.0,13226,17952,0.4953369019369792,0.75,0.2546630980630208,33.065,44.88,5.364317700552869,119.52579546686428,83.86026066834029,93.36018260024989,1.3311510024921684,0.1947972370766488,0.2346256684491978,0.9863036048405808,0.0948083778966131,0.1807899440120656,0.325033422459893,0.1945410554967488,0.0116437320429457,0.6792681082715862,0.1145471041887191,2.7146529562982007,3.01882798573975,0.1556827835061551,1,4727,0.3574020867987297,0.1592005342856301,0.1142621967252573,0.725525329598411,0.0596157321102497,0.7272028135084793,0.1877055837736827,0.0603668760612105,0.0181046174831811,0.0412839107388359,1.0341197449159931,1.0000571992005236,cache\R61_osmnx_city_windows\lagos_nigeria__drive_10000m.pkl,2597,0.1963556630878572,3078,0.1714572192513369,3109,0.7547255406018448,2.0,4.037655971479501,4.0,0.1212840699074679,36242,0.8008417069141635,0.3810220186523922,0.2299541967882567,0.0360631311737762,98.09325955357431,74.8536102826978,matched,"Lagos, Nigeria",Q133224214,Lagosians,"people from or residents of Lagos State, Nigeria",1.0,,,,,2026-06-03T14:59:16Z,candidate_public_metadata_requires_spot_check,,0.625,0.1296630980630208,0.125,0.5091554255376781,0.4908445744623219,False,1289,Lagos,Nigeria,6.570320638041384,3.3099987967475877,1.0,15.835371791191399,0.9841646282088086,high_confidence,Lagos,Lagos; Ikeja,Nigeria,Nigeria,1199,12846045.23,Lower Middle,Sub-Saharan Africa,High,1975,2030,0,330391.2608,811703.9642,3.3099987967475877,6.570320638041384,0.014304688,0.042456312,0.000230611,0.000183354,0.015338889,0.002079358,0.022685306,0.109035978,14961401.22,0.012478233,73524331.94,103000000000.0,0.6790909,61.90532598,12.97407453,11.2659732,113575.74916104,0.2494827449494888,0.7889537413743746,8,10713.965996663886,7.108769446800364,3.0788191830988487,NGA,2324.64881202751,33.9,250.20910328623,232679478.0,3.3628832591496,62.9755675573659,2024.0,2022.0,2023.0,2024.0,2024.0,2024.0
Addis Ababa,Ethiopia,Africa,9.0,38.75,10000,400.0,51078,72263,0.482274189457948,0.7,0.2177258105420519,127.695,180.6575,13.428709859797744,74.33242383957348,55.34185790651927,54.69283291470721,1.0591607692046898,0.2998214854074699,0.0838326667865989,0.9933486376069782,0.0801101531904294,0.1167977437665462,0.2943553409075183,0.1451309761541172,0.0090449900152707,0.7175104741767493,0.1283135596538627,2.8295156427424724,3.073509264768969,0.1296446937883044,1,21186,0.4147773992717021,0.0985043066477708,0.0975879718722968,0.8039077214799307,0.014122951850252,0.804741987762029,0.0876163126328898,0.0167768169513221,0.0253509934478826,0.0249099084678078,1.0282562146894942,1.000000031398903,cache\R61_osmnx_city_windows\addis_ababa_ethiopia__drive_10000m.pkl,7443,0.1457183131680958,8210,0.1136127755559553,8270,0.8323740162105016,2.0,4.147018529537938,4.0,0.1070196612381966,149838,0.7961537326055843,0.3747513981766975,0.2354142473871781,0.0288978763731496,98.53182488809895,75.84837767358654,no_search_result,"Addis Ababa, Ethiopia",,,,,,,,,,,,0.6,0.117725810542052,0.0999999999999999,0.5407067276450178,0.4592932723549826,False,5862,Addis Ababa,Ethiopia,9.006852216539123,38.74962659569751,1.0,0.7630355775452087,0.9992369644224548,high_confidence,Addis Ababa,Addis Ababa,Ethiopia,Ethiopia,465,7280462.518,Low income,Sub-Saharan Africa,High,1975,2030,1,3853975.249,1111892.389,38.74962659569751,9.006852216539123,0.051183391,0.032790516,3.31e-06,0.001099708,0.001632447,0.004807591,0.008358908,0.111947256,7854157.922,0.016890662,56567647.09,31677882368.0,0.693773295,71.0526203,11.92300447,8.875851892,46499.99999990001,0.2807810947276843,0.6872101518294348,4,15656.908640860216,6.86215897033427,2.667452952889954,ETH,883.458588619291,31.1,114.037952012,132059767.0,4.99846973014755,23.6222839355469,2024.0,2021.0,2023.0,2024.0,2024.0,2024.0
Dakar,Senegal,Africa,14.693425,-17.447938,10000,400.0,28624,43129,0.4600377595972308,0.7,0.2399622404027691,71.56,107.8225,6.280234663630368,58.246049420393405,44.330556563780654,36.17375062922906,1.2227705117015235,0.4087273064527348,0.0335736975121148,0.9939982890016424,0.0778130724106749,0.0496342466071344,0.2520809664031162,0.0750069871436556,0.0088038010061486,0.7447596422582449,0.1714295695919508,3.01348518725545,3.173734610123119,0.0959293723078946,1,14506,0.5067775293460034,0.0714405829441875,0.1103016811554541,0.8107888381588384,0.0339742478611994,0.811477426884526,0.0779980602691021,0.0137486342764139,0.0283367208952285,0.1382375847535547,1.016109461289387,1.0000000313929065,cache\R61_osmnx_city_windows\dakar_senegal__drive_10000m.pkl,2176,0.0760201229737283,2340,0.0542558371397435,2364,0.912625768585802,2.0,4.347469220246238,4.0,0.0940518675012498,93751,0.7153797586366106,0.4486352145577114,0.2730957536452944,0.020405115678766,94.33811804294812,78.89610507612547,no_search_result,"Dakar, Senegal",,,,,,,,,,,0.0249999999999999,0.575,0.1149622404027691,0.125,0.4790847102019411,0.5209152897980591,False,39,Dakar,Senegal,14.744558927432383,-17.389242279601113,1.0,8.49566698138161,0.9915043330186184,high_confidence,Dakar,Dakar; Guédiawaye; Pikine; Rufisque,Senegal,Senegal,277,3970201.794,Lower Middle,Sub-Saharan Africa,High,1975,2030,1,-1707136.794,1815364.184,-17.389242279601113,14.744558927432383,0.021317554,0.038976247,0.0001617,0.001174073,0.001385724,0.020430087,0.02098227,0.117049187,5812425.489,0.020983486,62829932.16,20671047680.0,0.609,70.836,11.319,5.047,25577.9670825,0.2478530104287509,0.6483779291962032,3,14332.858462093864,6.598812581270281,2.4424797690644486,SEN,1511.89280670234,36.2,93.8948371682335,18501984.0,3.29859527765075,55.2368169057304,2024.0,2021.0,2023.0,2024.0,2024.0,2024.0
Kampala,Uganda,Africa,0.3177137,32.5813539,10000,400.0,35927,41391,0.574452139397388,0.825,0.2505478606026119,89.8175,103.4775,9.694118706939417,93.68334862109558,74.46381030711976,75.02840735245684,1.1242430255644724,0.2111086951269599,0.1561450556884346,0.9988889267165608,0.0637819815902007,0.0546919364453135,0.2210625498296731,0.361761349402956,0.0074317365769476,0.5959584713446712,0.0348484426754251,2.3041723494864588,2.740789060423764,0.2159959667166378,1,5465,0.1521140089626186,0.0708771595818794,0.1500144019514628,0.7791084384666664,0.0146114321041803,0.7799171325398101,0.0245493101931325,0.011979287050863,0.049061011184469,0.0896839837910552,1.0475992097492202,1.001538977683171,cache\R61_osmnx_city_windows\kampala_uganda__drive_10000m.pkl,12956,0.360620146407994,15715,0.3796719093522746,15788,0.553483452556573,2.0,3.4815781208475274,4.0,0.1499548682605904,72053,0.8615827932515798,0.271397443548499,0.2004357903210137,0.0302832637086589,105.51940435479034,74.65072578647143,matched,"Kampala, Uganda",Q3894,Kampala,capital and the largest city of Uganda,1.0,1680600.0,189000000.0,0.0088920634920634,,2026-06-03T14:59:19Z,candidate_public_metadata_requires_spot_check,0.0,0.7,0.1255478606026119,0.125,0.5010933252459115,0.4989066747540884,False,1711,Kampala,Uganda,0.3172797610166684,32.570577111632524,1.0,1.199278527295497,0.9988007214727045,high_confidence,Kampala,Kampala; Kira; Nansana; Entebbe; Wakiso,Uganda,Uganda,810,5177877.659,Low income,Sub-Saharan Africa,High,1975,2030,1,3264282.06,39229.93693000001,32.570577111632524,0.3172797610166684,0.027224734,0.024398966,5.17e-05,0.000568828,0.007201205,0.016081689,0.013433407,0.099712666,8356855.485,0.010317106,19708711.72,18289684480.0,0.589343907,64.47453149,10.38930348,7.91397888,81000.000002,0.3645680981956456,0.6273430128240162,6,6392.441554320988,6.714151784868862,2.90848501887865,UGA,986.090145363924,42.7,242.65210951526,50015092.0,4.92509441786509,31.2777698213557,2024.0,2019.0,2023.0,2024.0,2024.0,2024.0
Dar es Salaam,Tanzania,Africa,-6.8160837,39.2803583,10000,400.0,22312,29826,0.5075988359230076,0.775,0.2674011640769924,55.78,74.565,6.999268545538773,93.8680150947331,70.1778613050495,74.85325664815514,1.080956128918812,0.2358680346006839,0.1517803258901629,0.9973032911934006,0.0730235365117682,0.075648164508054,0.2626567424394823,0.1989960559340265,0.015328074578702,0.69935460738616,0.0863212621011115,2.6735389028325565,2.970059679474284,0.1523050241538366,1,7515,0.3368142703477949,0.0650188799157956,0.1601020219351017,0.765700525849967,0.0191283522250757,0.7673214054007031,0.0513202851293034,0.0147894481000133,0.0231894485628717,0.0744137614265676,1.044086616627536,1.0017553598404396,cache\R61_osmnx_city_windows\dar_es_salaam_tanzania__drive_10000m.pkl,4528,0.2029401219074937,5282,0.1770938107691276,5349,0.7357027608461815,2.0,3.940119358948568,4.0,0.1162344472963754,58759,0.8539857076198117,0.3103184193059786,0.2028965775455674,0.0364539900270596,103.80002006509606,74.0854709252278,no_search_result,"Dar es Salaam, Tanzania",,,,,,,,,,,0.05,0.625,0.1174011640769924,0.15,0.4390450747745783,0.5609549252254219,False,3570,Dar es-Salaam,Tanzania,-6.83608331671736,39.218942291892745,1.0,7.1361132110743934,0.9928638867889256,high_confidence,Dar es-Salaam,Dar es-Salaam,Tanzania,United Republic of Tanzania,907,8918524.621,Lower Middle,Sub-Saharan Africa,High,1975,2030,0,3913366.221,-844477.9222,39.218942291892745,-6.83608331671736,0.015342753,0.026582678,0.000115326,0.000650792,0.003346477,0.011019607,0.010460168,0.075678267,13382512.7,0.0147547,29353488.29,30439567360.0,0.648596726,64.12926164,11.45360708,9.746565529,84734.1751042,0.23929456175232422,0.5747370042856074,3,9832.992966923925,6.950293015591976,2.957607287060095,TZA,1120.77416992188,40.5,75.2061481146986,68560157.0,4.8107084931504,36.1684458862992,2024.0,2018.0,2023.0,2024.0,2024.0,2024.0
Tunis,Tunisia,Africa,36.8002068,10.1857757,10000,400.0,46721,67495,0.4801932298410621,0.7,0.2198067701589378,116.8025,168.7375,11.728082890550144,69.50489897355446,48.762233768329615,52.70846847750112,1.4608949825901738,0.4016149344395881,0.0751463071338617,0.9532925921698122,0.1176976072301652,0.3556519371650898,0.1443662493518038,0.1074891376468825,0.0168446737013334,0.7556773185505448,0.1199888701012392,2.8892789109822137,3.082494999629602,0.1078171296183141,1,20775,0.4446608591425697,0.0983496668901921,0.1249913563473088,0.7766589767625004,0.0490050203188245,0.773664631853509,0.1178509359701372,0.0248726700565734,0.0492501189809544,0.0787248444767165,1.037076218211055,1.00000003139315,cache\R61_osmnx_city_windows\tunis_tunisia__drive_10000m.pkl,5152,0.1102716123370647,5743,0.085087784280317,5818,0.8608548618394298,2.0,4.1649899992592045,4.0,0.0950812178896622,140558,0.7769932720402548,0.3981488068982199,0.2521592509853583,0.0345480157657337,96.80926402451844,75.8169457609967,matched,"Tunis, Tunisia",Q20490326,"Tunis, Tunisia, North Africa--Cafe' Scene with Figures",painting by William H. Johnson,1.0,,,,+1932-01-01T00:00:00Z,2026-06-03T14:59:21Z,candidate_public_metadata_requires_spot_check,,0.6,0.1198067701589378,0.0999999999999999,0.5450549592822279,0.4549450407177723,False,1399,Tunis,Tunisia,36.81193894838944,10.184943141805084,1.0,1.3066612600023286,0.9986933387399977,high_confidence,Tunis,Tunis; Ariana; Ben Arous; Carthage; Nouvelle Medina,Tunisia,Tunisia,488,2790169.019,Lower Middle,Northern Africa and Western Asia,High,1975,2030,1,889171.6999,4430031.727,10.184943141805084,36.81193894838944,0.032039797,0.048008706,0.006096765,0.006500412,0.000495785,0.004912703,0.018808114,0.130986711,7791502.739,0.015966194,36734274.97,24575229952.0,0.781,76.601,16.769,8.941,45211.0913001,0.24118158445124693,0.7062819525422376,4,5717.559465163934,6.445630512160948,2.6884198220027105,TUN,4006.20588267443,33.7,78.530065653965,12277109.0,1.09931824049137,70.3585355691955,2024.0,2021.0,2023.0,2024.0,2024.0,2024.0
Algiers,Algeria,Africa,36.7729333,3.0588445,10000,400.0,21703,28885,0.5065855241235377,0.75,0.2434144758764622,54.2575,72.2125,6.306316271902984,87.3330047348426,58.43600741786129,73.80314899892447,1.2633269258819098,0.3303905276277524,0.1392466417393713,0.9980402029910046,0.0682707287519473,0.0467158851014462,0.2425826553574519,0.2046260885591853,0.0245588167534442,0.6782933235036631,0.0925217711837073,2.661843984702576,2.97400034620045,0.1602269519977515,1,7183,0.3309680689305626,0.19079881255594,0.1238858195271497,0.6853153679169137,0.075493710067405,0.6882651557246736,0.1678019272085749,0.0320235404084878,0.1445192374387587,0.1314229453449216,1.087883695811401,1.0001471432866167,cache\R61_osmnx_city_windows\algiers_algeria__drive_10000m.pkl,4613,0.2125512601944431,5523,0.1912065085684611,5643,0.7018845320923375,2.0,3.9480006924009,4.0,0.1234129394711782,57019,0.9029215361880424,0.2616671635770533,0.1852891141549308,0.0725547624476051,106.30639096421837,67.4913666245503,matched,"Algiers, Algeria",Q67689140,"ALGIERS, ALGERIA, NORTH AFRICA, WORLD WAR II ; BRITISH PLANE ATTACKS GERMAN MINELAYER (NAID 15642)",item in the National Archives and Records Administration's holdings,1.0,,,,,2026-06-03T14:59:22Z,candidate_public_metadata_requires_spot_check,,0.65,0.1434144758764622,0.0999999999999999,0.5891780895941786,0.4108219104058216,False,3397,Algiers,Algeria,36.73366758041999,3.0886043486352865,1.0,5.108129337654329,0.9948918706623456,high_confidence,Algiers,Algiers; Kouba,Algeria,Algeria,468,3316231.955,Lower Middle,Northern Africa and Western Asia,High,1975,2030,1,269815.0046,4421135.194,3.0886043486352865,36.73366758041999,0.022699276,0.042170081,0.01222243,3.17e-05,0.006599914,0.03017416,0.031431965,0.162894621,6662518.955,0.014236152,89591710.33,60116037632.0,0.757,75.469,15.389,8.587,34832.192165,0.30356259798806634,0.6166608451816917,4,7085.965715811966,6.520644899819561,2.670245853074124,DZA,4765.72900168387,27.6,19.3825602290762,46814308.0,2.12697498648782,75.2792907190618,2024.0,2011.0,2023.0,2024.0,2024.0,2024.0
Buenos Aires,Argentina,Latin America,-34.6095579,-58.3887904,10000,400.0,21642,37472,0.3806157377781841,0.575,0.1943842622218158,54.105,93.68,9.933287314071231,106.03423691365532,103.51125436699247,63.95466002936453,0.9066170612394072,0.1320185738684884,0.0970591374893253,0.9162399053266254,0.1505924423569598,0.3870021120434132,0.1596658838599487,0.0423251085851584,0.0164494963496904,0.3917382866648184,0.5494871084003327,3.462896220312356,3.627321733561059,0.1033111420048515,1,15831,0.7314943166065982,0.2204694554302375,0.1051659750356358,0.673450475706595,0.0484377280986582,0.662751857615855,0.6183059209360791,0.0399307622894422,0.8738044342625069,0.4722586131031692,1.0101374424637626,1.0000000313966966,cache\R61_osmnx_city_windows\buenos_aires_argentina__drive_10000m.pkl,922,0.0426023472876813,995,0.0265531596925704,1007,0.9508363367526108,2.0,5.254643467122118,6.0,0.0958862743330568,98451,0.6474475560515124,0.5038953387979808,0.2983920935287605,0.0214319813917583,92.46029011492853,78.15025187399922,no_search_result,"Buenos Aires, Argentina",,,,,,,,,,,0.0,0.5,0.1193842622218159,0.0749999999999999,0.614166295446203,0.3858337045537974,False,4443,Buenos Aires,Argentina,-34.65417100364625,-58.523071046565065,1.0,13.249543127950552,0.9867504568720494,high_confidence,Buenos Aires,Buenos Aires; Lanús; Avellaneda; Vicente López; Gregorio de Laferrere; Merlo; José C. Paz; Quilmes; Banfield; Lanús Oeste; Lanús Este; González Catán; Isidro Casanova; Virrey del Pino; Moreno; Berazategui; San Miguel; Rafael Castillo; Monte Grande; Villa Madero; Santa María; Morón; Florencio Varela; Lomas de Zamora; Temperley; Presidente Derqui; Bernal; Trujui; Castelar; San Justo; Ituzaingó; Libertad; Ramos Mejía; Caseros; San José,Argentina,Argentina,2186,14179912.05,Upper Middle,Latin America and the Caribbean,High,1975,2030,1,-5196323.925,-4183550.918,-58.523071046565065,-34.65417100364625,0.111131729,0.169219608,0.006039158,0.01763246,0.060931527,0.110403815,0.065511711,0.606241662,37017403.35,0.016933853,157365838.2,480000000000.0,0.842,75.892,17.906,11.348,212348.11395300002,0.18793495714666641,0.831847546520224,6,6486.693526989936,7.15167353717158,3.339650157613684,ARG,12774.3506596628,42.4,16.6399559321662,45696159.0,0.432261342079918,92.2742315972952,2024.0,2024.0,2023.0,2024.0,2024.0,2024.0
Rio de Janeiro,Brazil,Latin America,-22.9110137,-43.2093727,10000,400.0,14909,20774,0.479348377866999,0.7,0.2206516221330009,37.2725,51.935,5.438258599539413,104.71278712889983,75.18712081835731,93.37760681819351,1.624346650765552,0.2847790507364975,0.1946182728410513,0.9925510127240516,0.0729276980841436,0.1429342079866616,0.204678925580052,0.1734522771480313,0.0218659869877255,0.6530954457039372,0.1515862901603058,2.786773090079817,3.0861653990565125,0.155408283117638,1,5866,0.3934536186196257,0.2194902981761436,0.1463910387969163,0.6235415755698811,0.0791828978622218,0.5977667228960405,0.3630133657228255,0.0703036339352892,0.1875794367888608,0.4128424350680603,1.0622339635938507,1.0000067785397797,cache\R61_osmnx_city_windows\rio_de_janeiro_brazil__drive_10000m.pkl,2664,0.1786840163659534,3048,0.1467218638682969,3101,0.7679254141793548,2.0,4.172330798113026,4.0,0.1293674805338891,43338,0.8484765705535979,0.3177350131524297,0.2270063223960496,0.0539018874890396,101.11996144261026,69.9438553650396,no_search_result,"Rio de Janeiro, Brazil",,,,,,,,,,,0.0,0.6,0.1206516221330009,0.0999999999999999,0.5467968962416079,0.4532031037583923,False,7799,Rio de Janeiro,Brazil,-22.845831402098714,-43.366976742813634,1.0,17.698331447118395,0.9823016685528816,high_confidence,Rio de Janeiro,Rio de Janeiro; Duque de Caxias; Nova Iguaçu; Belford Roxo; Sao Joao de Meriti; Mesquita; Nilópolis; Queimados; Zona Norte do Rio de Janeiro,Brazil,Brazil,1285,9853692.802,Upper Middle,Latin America and the Caribbean,High,1975,2030,0,-4132282.41,-2795953.054,-43.366976742813634,-22.845831402098714,0.092376596,0.092534766,0.076406071,0.004512588,0.01973648,0.055047537,0.028158678,0.413344021,18393022.95,0.014313637,110200386.4,176000000000.0,0.787,75.691,15.91,9.306,121552.1005599,0.29093215397205835,0.7131406047342052,6,7668.243425680933,6.993599018617204,3.1089031276673134,BRA,9566.74408628371,50.3,25.2616884857157,211998573.0,0.724401697459186,87.8958549533146,2024.0,2024.0,2023.0,2024.0,2024.0,2024.0
